LAT,LONG,YEAR1,YEAR2,PRED
45.363451,-75.680045,2012,2014,1
45.363451,-75.680045,2014,2015,1
45.363451,-75.680045,2015,2016,1
45.363474,-75.797212,2012,2014,1
45.363481,-75.710804,2007,2012,1
45.363502,-75.791048,2015,2016,1
45.363533,-75.709415,2015,2015,1
45.363534,-75.793556,2012,2014,1
45.363558,-75.789081,2007,2012,1
45.363559,-75.640079,2012,2015,1
45.363561,-75.680082,2014,2015,1
45.363603,-75.787663,2012,2014,1
45.363603,-75.787663,2014,2015,1
45.363637,-75.722628,2014,2015,1
45.363667,-75.645458,2012,2015,1
45.363741,-75.745636,2007,2012,1
45.363780,-75.640284,2007,2012,1
45.363821,-75.755291,2007,2009,1
45.363861,-75.717823,2007,2009,1
45.363878,-75.726693,2007,2012,1
45.363889,-75.769839,2012,2014,1
45.363889,-75.769839,2014,2015,1
45.363912,-75.775971,2009,2012,1
45.363930,-75.710691,2007,2012,1
45.363934,-75.705581,2012,2014,1
45.363934,-75.705581,2014,2015,1
45.363940,-75.780675,2012,2014,1
45.363941,-75.787524,2012,2014,1
45.363964,-75.794643,2009,2012,1
45.363994,-75.708364,2015,2015,1
45.364002,-75.676817,2009,2012,1
45.364011,-75.794487,2012,2014,1
45.364073,-75.779939,2009,2012,1
45.364082,-75.780757,2009,2012,1
45.364089,-75.683610,2012,2014,1
45.364101,-75.747372,2012,2015,1
45.364149,-75.684668,2015,2016,1
45.364180,-75.793926,2007,2009,1
45.364181,-75.713541,2014,2015,1
45.364181,-75.713541,2015,2016,1
45.364186,-75.648770,2012,2014,1
45.364250,-75.796587,2012,2014,1
45.364250,-75.796587,2014,2015,1
45.364268,-75.624807,2015,2015,1
45.364305,-75.720544,2009,2012,1
45.364311,-75.673642,2012,2014,1
45.364324,-75.684695,2014,2015,1
45.364330,-75.714742,2009,2012,1
45.364332,-75.725656,2012,2014,1
45.364393,-75.725511,2009,2012,1
45.364398,-75.753114,2014,2015,1
45.364410,-75.744187,2012,2014,1
45.364416,-75.744002,2009,2012,1
45.364431,-75.743576,2014,2015,1
45.364438,-75.715925,2009,2012,1
45.364453,-75.720366,2007,2009,1
45.364453,-75.720366,2009,2012,1
45.364516,-75.771785,2009,2012,1
45.364521,-75.795278,2014,2015,1
45.364527,-75.741598,2015,2016,1
45.364552,-75.640926,2012,2015,1
45.364554,-75.720194,2015,2016,1
45.364570,-75.702249,2014,2015,1
45.364570,-75.776419,2007,2009,1
45.364570,-75.776419,2009,2012,1
45.364570,-75.776419,2012,2014,1
45.364574,-75.717166,2014,2015,1
45.364577,-75.746025,2012,2014,1
45.364591,-75.704462,2012,2014,1
45.364596,-75.716014,2012,2014,1
45.364609,-75.669296,2009,2012,1
45.364654,-75.794870,2009,2012,1
45.364654,-75.794870,2012,2014,1
45.364667,-75.717962,2014,2015,1
45.364681,-75.684749,2015,2016,1
45.364703,-75.670945,2009,2012,1
45.364703,-75.670945,2012,2014,1
45.364714,-75.794686,2009,2012,1
45.364714,-75.794686,2014,2015,1
45.364723,-75.699041,2009,2012,1
45.364726,-75.669568,2009,2012,1
45.364727,-75.770308,2014,2014,1
45.364727,-75.770308,2014,2015,1
45.364727,-75.770308,2015,2016,1
45.364776,-75.794485,2014,2015,1
45.364776,-75.794485,2015,2016,1
45.364785,-75.746926,2007,2009,1
45.364795,-75.715005,2009,2012,1
45.364805,-75.673948,2014,2015,1
45.364818,-75.758277,2009,2012,1
45.364819,-75.641176,2012,2015,1
45.364853,-75.687501,2014,2015,1
45.364862,-75.669282,2014,2015,1
45.364882,-75.751236,2014,2015,1
45.364944,-75.680922,2009,2012,1
45.364946,-75.719302,2009,2012,1
45.364957,-75.699073,2009,2012,1
45.364961,-75.777625,2012,2014,1
45.364963,-75.713987,2009,2012,1
45.364970,-75.797550,2012,2014,1
45.365008,-75.741892,2012,2012,1
45.365008,-75.741892,2014,2015,1
45.365008,-75.741892,2015,2016,1
45.365009,-75.747580,2014,2015,1
45.365024,-75.717130,2009,2012,1
45.365029,-75.719113,2014,2015,1
45.365037,-75.793628,2015,2016,1
45.365071,-75.680853,2009,2015,1
45.365113,-75.702725,2012,2014,1
45.365147,-75.702755,2012,2014,1
45.365151,-75.770546,2014,2014,1
45.365152,-75.759316,2007,2012,1
45.365174,-75.715257,2009,2012,1
45.365207,-75.715285,2007,2009,1
45.365207,-75.715285,2009,2012,1
45.365211,-75.705004,2007,2009,1
45.365227,-75.767430,2012,2014,1
45.365270,-75.670282,2014,2015,1
45.365283,-75.639171,2007,2012,1
45.365307,-75.681064,2007,2009,1
45.365337,-75.702922,2009,2012,1
45.365339,-75.796878,2012,2015,1
