LAT,LON,MINY,MAXY,DRANGE,NPHOTO,NYEARS
45.339897,-75.760740,2007,2015,8,5,5
45.339902,-75.797941,2007,2016,9,8,6
45.339905,-75.752765,2007,2016,9,5,5
45.339905,-75.803312,2007,2015,8,6,5
45.339907,-75.758614,2007,2015,8,6,5
45.339909,-75.804927,2007,2015,8,6,5
45.339919,-75.795495,2007,2016,9,6,5
45.339921,-75.760896,2007,2015,8,5,5
45.339922,-75.760902,2007,2015,8,5,5
45.339924,-75.772252,2007,2015,8,6,5
45.339924,-75.797953,2007,2016,9,8,6
45.339926,-75.773471,2007,2015,8,6,5
45.339928,-75.760242,2007,2015,8,5,5
45.339930,-75.759367,2007,2015,8,6,5
45.339930,-75.762789,2007,2015,8,6,5
45.339931,-75.639127,2007,2015,8,4,4
45.339932,-75.758582,2007,2015,8,6,5
45.339933,-75.701764,2007,2016,9,6,6
45.339937,-75.777230,2007,2015,8,2,2
45.339939,-75.779628,2007,2015,8,5,4
45.339942,-75.796856,2007,2015,8,5,4
45.339946,-75.639088,2007,2015,8,4,4
45.339950,-75.761079,2007,2015,8,5,5
45.339954,-75.752637,2007,2016,9,5,5
45.339959,-75.694458,2007,2015,8,3,3
45.339961,-75.745142,2007,2015,8,5,5
45.339963,-75.802333,2007,2015,8,7,5
45.339965,-75.774306,2007,2015,8,6,5
45.339965,-75.806213,2007,2015,8,7,5
45.339979,-75.693336,2007,2015,8,5,5
45.339983,-75.779512,2007,2015,8,5,4
45.339985,-75.773428,2007,2015,8,6,5
45.339987,-75.760246,2007,2015,8,4,4
45.339990,-75.758561,2007,2015,8,6,5
45.339998,-75.694447,2007,2015,8,3,3
45.340000,-75.777860,2007,2015,8,5,4
45.340008,-75.745085,2007,2015,8,5,5
45.340008,-75.799112,2007,2015,8,6,5
45.340008,-75.803382,2007,2015,8,4,4
45.340010,-75.638929,2007,2015,8,5,5
45.340010,-75.775584,2007,2015,8,4,3
45.340012,-75.773414,2007,2015,8,6,5
45.340013,-75.759415,2007,2015,8,6,5
45.340014,-75.774333,2007,2015,8,6,5
45.340016,-75.638912,2007,2015,8,5,5
45.340016,-75.796897,2007,2015,8,5,4
45.340021,-75.806244,2007,2015,8,7,5
45.340022,-75.779412,2007,2015,8,5,4
45.340031,-75.752433,2007,2016,9,5,5
45.340032,-75.777898,2007,2015,8,5,4
45.340033,-75.787552,2007,2016,9,7,6
45.340036,-75.790113,2007,2016,9,7,6
45.340039,-75.759430,2007,2015,8,6,5
45.340045,-75.776937,2007,2015,8,5,4
45.340050,-75.752384,2007,2016,9,5,5
45.340052,-75.760275,2007,2015,8,5,5
45.340056,-75.799138,2007,2015,8,6,5
45.340072,-75.779283,2007,2015,8,5,4
45.340073,-75.693340,2007,2015,8,5,5
45.340076,-75.794899,2007,2016,9,7,5
45.340087,-75.638735,2007,2015,8,5,5
45.340088,-75.798045,2007,2016,9,8,6
45.340089,-75.744586,2007,2015,8,5,5
45.340089,-75.802004,2007,2015,8,6,5
45.340091,-75.801951,2007,2015,8,6,5
45.340092,-75.798047,2007,2016,9,8,6
45.340098,-75.800199,2007,2015,8,6,5
45.340101,-75.638701,2007,2015,8,4,4
45.340101,-75.801656,2007,2015,8,6,5
45.340104,-75.776776,2007,2015,8,5,4
45.340109,-75.779186,2007,2015,8,5,4
45.340111,-75.694415,2007,2015,8,5,5
45.340111,-75.758603,2007,2015,8,6,5
45.340112,-75.761987,2007,2015,8,5,5
45.340114,-75.742668,2007,2015,8,5,5
45.340116,-75.762024,2007,2015,8,5,5
45.340124,-75.761130,2007,2015,8,6,5
45.340126,-75.776716,2007,2015,8,5,4
45.340127,-75.759477,2007,2015,8,6,5
45.340130,-75.742454,2007,2015,8,4,4
45.340134,-75.774402,2007,2015,8,6,5
45.340135,-75.759481,2007,2015,8,6,5
45.340137,-75.773388,2007,2015,8,6,5
45.340139,-75.749612,2007,2015,8,6,5
45.340142,-75.793202,2007,2016,9,7,6
45.340144,-75.701716,2007,2016,9,6,6
45.340144,-75.752136,2007,2016,9,5,5
45.340145,-75.694405,2007,2015,8,5,5
45.340151,-75.778041,2007,2015,8,5,4
45.340154,-75.779068,2007,2015,8,5,4
45.340154,-75.794618,2007,2016,9,7,5
45.340156,-75.762704,2007,2015,8,6,5
45.340158,-75.762432,2007,2015,8,5,5
45.340158,-75.806320,2007,2015,8,7,5
45.340166,-75.639629,2007,2015,8,5,5
45.340169,-75.701710,2007,2016,9,6,6
45.340170,-75.774423,2007,2015,8,6,5
45.340176,-75.638512,2007,2015,8,5,5
45.340176,-75.801252,2007,2015,8,7,5
45.340180,-75.741961,2007,2015,8,5,5
45.340180,-75.799206,2007,2015,8,6,5
45.340182,-75.741936,2007,2015,8,5,5
45.340184,-75.638492,2007,2015,8,5,5
45.340184,-75.776565,2007,2015,8,5,4
45.340194,-75.778966,2007,2015,8,5,4
45.340201,-75.794449,2007,2016,9,8,6
45.340203,-75.760320,2007,2015,8,6,5
45.340207,-75.741694,2007,2015,8,5,5
45.340210,-75.761111,2007,2015,8,4,4
45.340211,-75.806350,2007,2015,8,7,5
45.340213,-75.775738,2007,2015,8,4,3
45.340218,-75.776478,2007,2015,8,5,4
45.340218,-75.803421,2007,2015,8,5,5
45.340220,-75.694384,2007,2015,8,5,5
45.340221,-75.743138,2007,2015,8,5,5
45.340222,-75.799229,2007,2015,8,6,5
45.340227,-75.761108,2007,2015,8,5,5
45.340227,-75.800219,2007,2015,8,6,5
45.340231,-75.741441,2007,2015,8,5,5
45.340232,-75.758672,2007,2015,8,5,4
45.340235,-75.741400,2007,2015,8,5,5
45.340235,-75.759535,2007,2015,8,6,5
45.340239,-75.795345,2007,2016,9,8,6
45.340244,-75.778834,2007,2015,8,5,4
45.340246,-75.760319,2007,2015,8,6,5
45.340246,-75.803426,2007,2015,8,5,5
45.340250,-75.795351,2007,2016,9,8,6
45.340253,-75.638321,2007,2015,8,5,5
45.340253,-75.759545,2007,2015,8,6,5
45.340254,-75.701691,2007,2016,9,6,6
45.340254,-75.794260,2007,2016,9,8,6
45.340256,-75.741193,2007,2015,8,5,5
45.340256,-75.773403,2007,2015,8,6,5
45.340258,-75.801053,2007,2015,8,7,5
45.340261,-75.751830,2007,2016,9,5,5
45.340261,-75.798141,2007,2016,9,8,6
45.340262,-75.741129,2007,2015,8,5,5
45.340263,-75.638296,2007,2015,8,5,5
45.340263,-75.798142,2007,2016,9,8,6
45.340268,-75.802356,2007,2015,8,6,5
45.340270,-75.778234,2007,2015,8,5,4
45.340274,-75.776338,2007,2015,8,4,3
45.340275,-75.801013,2007,2015,8,7,5
45.340276,-75.778751,2007,2015,8,5,4
45.340281,-75.740929,2007,2015,8,5,5
45.340288,-75.749159,2007,2015,8,6,5
45.340292,-75.740824,2007,2015,8,5,5
45.340296,-75.774495,2007,2015,8,6,5
45.340303,-75.761092,2007,2015,8,5,5
45.340303,-75.776265,2007,2015,8,4,3
45.340303,-75.794084,2007,2016,9,7,5
45.340305,-75.740684,2007,2015,8,5,5
45.340305,-75.778336,2007,2015,8,5,4
45.340318,-75.778400,2007,2015,8,5,4
45.340318,-75.778598,2007,2015,8,5,4
45.340319,-75.740540,2007,2015,8,5,5
45.340322,-75.761088,2007,2015,8,5,5
45.340322,-75.773424,2007,2015,8,6,5
45.340328,-75.748946,2007,2015,8,5,5
45.340329,-75.748200,2007,2015,8,5,5
45.340329,-75.748331,2007,2015,8,4,4
45.340329,-75.748596,2007,2015,8,6,5
45.340329,-75.748709,2007,2015,8,6,5
45.340329,-75.748832,2007,2015,8,5,4
45.340330,-75.694352,2007,2015,8,4,4
45.340330,-75.740430,2007,2015,8,4,4
45.340331,-75.748098,2007,2015,8,5,5
45.340332,-75.749758,2007,2015,8,5,5
45.340338,-75.638108,2007,2015,8,5,5
45.340338,-75.774520,2007,2015,8,6,5
45.340342,-75.693260,2007,2015,8,4,4
45.340343,-75.694348,2007,2015,8,4,4
45.340343,-75.747830,2007,2015,8,5,5
45.340344,-75.638093,2007,2015,8,5,5
45.340345,-75.747803,2007,2015,8,5,5
45.340345,-75.758736,2007,2015,8,5,4
45.340349,-75.788333,2007,2016,9,7,5
45.340349,-75.800830,2007,2015,8,6,5
45.340349,-75.806427,2007,2015,8,7,5
45.340352,-75.793909,2007,2016,9,6,5
45.340354,-75.740186,2007,2015,8,5,5
45.340354,-75.759599,2007,2015,8,6,5
45.340355,-75.740179,2007,2015,8,5,5
45.340356,-75.799302,2007,2015,8,6,5
45.340360,-75.759602,2007,2015,8,6,5
45.340363,-75.747595,2007,2015,8,5,5
45.340363,-75.789333,2007,2016,9,9,6
45.340368,-75.793854,2007,2016,9,7,6
45.340369,-75.795419,2007,2016,9,9,6
45.340371,-75.773446,2007,2015,8,6,5
45.340377,-75.701664,2007,2016,9,6,6
45.340377,-75.747450,2007,2015,8,5,5
45.340377,-75.798190,2007,2016,9,8,6
45.340378,-75.742828,2007,2015,8,5,5
45.340379,-75.739927,2007,2015,8,5,5
45.340380,-75.795426,2007,2016,9,9,6
45.340384,-75.739877,2007,2015,8,5,5
45.340385,-75.751505,2007,2016,9,6,6
45.340387,-75.772267,2007,2015,8,5,4
45.340390,-75.747340,2007,2015,8,5,5
45.340390,-75.788242,2007,2016,9,9,6
45.340391,-75.776042,2007,2015,8,6,5
45.340392,-75.758763,2007,2015,8,5,4
45.340394,-75.760296,2007,2015,8,6,5
45.340402,-75.751460,2007,2016,9,6,6
45.340403,-75.739688,2007,2015,8,5,5
45.340404,-75.800698,2007,2015,8,6,5
45.340406,-75.745044,2007,2015,8,6,5
45.340406,-75.806459,2007,2015,8,7,5
45.340407,-75.799330,2007,2015,8,6,5
45.340410,-75.739609,2007,2015,8,5,5
45.340413,-75.637921,2007,2015,8,5,5
45.340419,-75.747074,2007,2015,8,6,5
45.340424,-75.793688,2007,2016,9,7,5
45.340427,-75.739441,2007,2015,8,5,5
45.340427,-75.761065,2007,2015,8,6,5
45.340428,-75.637883,2007,2015,8,5,5
45.340431,-75.800241,2007,2015,8,6,5
45.340439,-75.739318,2007,2015,8,5,5
45.340439,-75.803458,2007,2015,8,6,5
45.340441,-75.694320,2007,2015,8,3,3
45.340441,-75.800608,2007,2015,8,7,5
45.340443,-75.803459,2007,2015,8,6,5
45.340446,-75.700863,2007,2015,8,4,3
45.340452,-75.797080,2007,2015,8,6,5
45.340454,-75.739165,2007,2015,8,5,5
45.340454,-75.754341,2007,2015,8,5,5
45.340457,-75.774588,2007,2015,8,6,5
45.340458,-75.758801,2007,2015,8,5,4
45.340459,-75.744712,2007,2015,8,5,5
45.340466,-75.739040,2007,2015,8,5,5
45.340470,-75.773494,2007,2015,8,5,5
45.340473,-75.802371,2007,2015,8,6,5
45.340476,-75.738931,2007,2015,8,5,5
45.340477,-75.758811,2007,2015,8,5,4
45.340479,-75.793534,2007,2016,9,8,6
45.340481,-75.775816,2007,2015,8,6,5
45.340488,-75.754476,2007,2014,7,4,4
45.340490,-75.798172,2007,2016,9,8,6
45.340495,-75.738731,2007,2015,8,5,5
45.340498,-75.742842,2007,2015,8,5,5
45.340499,-75.637706,2007,2015,8,4,4
45.340499,-75.738679,2007,2015,8,4,4
45.340499,-75.754136,2007,2015,8,5,5
45.340499,-75.761047,2007,2015,8,6,5
45.340500,-75.759677,2007,2015,8,6,5
45.340502,-75.773510,2007,2015,8,5,5
45.340502,-75.795495,2007,2016,9,8,6
45.340505,-75.749890,2007,2015,8,5,5
45.340508,-75.637683,2007,2015,8,4,4
45.340508,-75.751183,2007,2016,9,6,6
45.340508,-75.754112,2007,2015,8,5,5
45.340509,-75.746435,2007,2015,8,6,5
45.340511,-75.802374,2007,2015,8,6,5
45.340517,-75.759687,2007,2015,8,6,5
45.340518,-75.738444,2007,2015,8,4,4
45.340524,-75.744659,2007,2015,8,5,5
45.340529,-75.694295,2007,2015,8,4,4
45.340532,-75.799398,2007,2015,8,6,5
45.340534,-75.751113,2007,2016,9,6,6
45.340539,-75.738270,2007,2015,8,3,3
45.340546,-75.793341,2007,2016,9,8,6
45.340550,-75.694289,2007,2015,8,4,4
45.340561,-75.639606,2007,2015,8,3,3
45.340563,-75.639601,2007,2015,8,3,3
45.340569,-75.746282,2007,2015,8,5,4
45.340572,-75.754563,2007,2015,8,5,5
45.340574,-75.758866,2007,2015,8,5,4
45.340574,-75.758867,2007,2015,8,5,4
45.340576,-75.637513,2007,2015,8,3,3
45.340576,-75.774656,2007,2015,8,6,5
45.340578,-75.745291,2007,2015,8,6,5
45.340582,-75.760614,2007,2015,8,6,5
45.340582,-75.806557,2007,2015,8,4,4
45.340583,-75.738200,2007,2015,8,4,4
45.340586,-75.746241,2007,2015,8,5,4
45.340587,-75.760090,2007,2015,8,2,2
45.340591,-75.637477,2007,2015,8,3,3
45.340594,-75.753883,2007,2015,8,4,4
45.340596,-75.760773,2007,2015,8,5,5
45.340600,-75.693186,2007,2015,8,5,5
45.340600,-75.798109,2007,2016,9,8,6
45.340607,-75.796987,2007,2015,8,5,5
45.340614,-75.745343,2007,2015,8,6,5
45.340616,-75.773565,2007,2015,8,5,5
45.340628,-75.747221,2007,2015,8,5,5
45.340628,-75.799451,2007,2015,8,6,5
45.340632,-75.806585,2007,2015,8,6,5
45.340636,-75.750846,2007,2016,9,6,6
45.340637,-75.773575,2007,2015,8,5,5
45.340638,-75.774692,2007,2015,8,6,5
45.340638,-75.795572,2007,2016,9,8,6
45.340643,-75.639404,2007,2015,8,4,4
45.340643,-75.761625,2007,2015,8,5,5
45.340644,-75.639399,2007,2015,8,4,4
45.340656,-75.803494,2007,2015,8,6,5
45.340659,-75.637304,2007,2015,8,5,5
45.340660,-75.694258,2007,2015,8,5,5
45.340660,-75.758915,2007,2015,8,5,4
45.340662,-75.746050,2007,2015,8,6,5
45.340663,-75.750774,2007,2016,9,5,5
45.340666,-75.737059,2007,2015,8,3,3
45.340668,-75.803496,2007,2015,8,6,5
45.340671,-75.736858,2007,2015,8,3,3
45.340675,-75.637266,2007,2015,8,5,5
45.340675,-75.746016,2007,2015,8,6,5
45.340676,-75.802386,2007,2015,8,6,5
45.340682,-75.691402,2007,2016,9,8,6
45.340690,-75.738189,2007,2015,8,4,4
45.340694,-75.753619,2007,2015,8,4,4
45.340695,-75.753618,2007,2015,8,4,4
45.340698,-75.737128,2007,2015,8,3,3
45.340699,-75.736575,2007,2015,8,4,4
45.340701,-75.736557,2007,2015,8,4,4
45.340712,-75.799953,2007,2015,8,6,5
45.340717,-75.692461,2007,2015,8,5,5
45.340720,-75.694240,2007,2015,8,5,5
45.340721,-75.758950,2007,2015,8,6,5
45.340725,-75.639197,2007,2015,8,4,4
45.340730,-75.736265,2007,2015,8,4,4
45.340731,-75.639183,2007,2015,8,4,4
45.340731,-75.736263,2007,2015,8,4,4
45.340735,-75.693117,2007,2015,8,5,5
45.340740,-75.692798,2007,2015,8,5,5
45.340742,-75.637097,2007,2015,8,5,5
45.340742,-75.692328,2007,2015,8,5,5
45.340743,-75.743680,2007,2015,8,5,5
45.340746,-75.754653,2007,2015,8,5,5
45.340746,-75.795276,2007,2015,8,6,5
45.340748,-75.795269,2007,2015,8,6,5
45.340749,-75.743508,2007,2015,8,6,5
45.340751,-75.692961,2007,2015,8,5,5
45.340751,-75.744477,2007,2015,8,5,4
45.340754,-75.637067,2007,2015,8,5,5
45.340754,-75.738204,2007,2015,8,4,4
45.340757,-75.735997,2007,2015,8,4,4
45.340758,-75.701578,2007,2016,9,6,6
45.340758,-75.735990,2007,2015,8,4,4
45.340758,-75.795638,2007,2016,9,9,6
45.340761,-75.798017,2007,2016,9,7,6
45.340761,-75.806643,2007,2015,8,6,5
45.340765,-75.758975,2007,2015,8,6,5
45.340769,-75.743941,2007,2015,8,3,3
45.340769,-75.750498,2007,2016,9,6,6
45.340771,-75.694226,2007,2015,8,5,5
45.340771,-75.747245,2007,2015,8,5,5
45.340772,-75.774716,2007,2015,8,6,5
45.340779,-75.754670,2007,2015,8,5,5
45.340781,-75.744004,2007,2015,8,4,4
45.340782,-75.750464,2007,2016,9,6,6
45.340783,-75.743207,2007,2015,8,6,5
45.340783,-75.802394,2007,2015,8,6,5
45.340787,-75.735701,2007,2015,8,3,3
45.340787,-75.796875,2007,2015,8,6,5
45.340791,-75.735655,2007,2015,8,3,3
45.340796,-75.753351,2007,2015,8,4,4
45.340801,-75.753337,2007,2015,8,4,4
45.340804,-75.759398,2007,2015,8,6,5
45.340806,-75.638997,2007,2015,8,4,4
45.340807,-75.638994,2007,2015,8,4,4
45.340807,-75.796863,2007,2015,8,5,5
45.340813,-75.735437,2007,2015,8,3,3
45.340816,-75.640124,2007,2015,8,5,5
45.340816,-75.759019,2007,2015,8,6,5
45.340818,-75.742926,2007,2015,8,5,5
45.340822,-75.636897,2007,2015,8,5,5
45.340823,-75.794999,2007,2015,8,6,5
45.340824,-75.794996,2007,2015,8,6,5
45.340829,-75.737188,2007,2015,8,3,3
45.340834,-75.636869,2007,2015,8,5,5
45.340840,-75.774637,2007,2015,8,6,5
45.340847,-75.759265,2007,2015,8,6,5
45.340850,-75.742611,2007,2015,8,5,5
45.340851,-75.759089,2007,2015,8,6,5
45.340851,-75.773679,2007,2015,8,6,5
45.340852,-75.742588,2007,2015,8,5,5
45.340862,-75.759169,2007,2015,8,6,5
45.340866,-75.773686,2007,2015,8,6,5
45.340872,-75.738230,2007,2015,8,4,4
45.340874,-75.742374,2007,2015,8,6,5
45.340874,-75.802402,2007,2015,8,5,5
45.340875,-75.692271,2007,2015,8,5,5
45.340875,-75.794814,2007,2015,8,6,5
45.340877,-75.794806,2007,2015,8,6,5
45.340878,-75.742334,2007,2015,8,6,5
45.340878,-75.791293,2007,2016,9,6,6
45.340883,-75.734852,2007,2015,8,3,3
45.340886,-75.795708,2007,2016,9,9,6
45.340887,-75.638794,2007,2015,8,3,3
45.340887,-75.694193,2007,2015,8,4,4
45.340887,-75.753111,2007,2015,8,4,4
45.340889,-75.638789,2007,2015,8,3,3
45.340890,-75.774457,2007,2015,8,6,5
45.340891,-75.753100,2007,2015,8,4,4
45.340891,-75.803530,2007,2015,8,6,5
45.340892,-75.760685,2007,2015,8,8,5
45.340894,-75.796832,2007,2015,8,4,4
45.340895,-75.792396,2007,2016,9,5,5
45.340897,-75.742143,2007,2015,8,5,4
45.340899,-75.803530,2007,2015,8,6,5
45.340904,-75.742066,2007,2015,8,5,4
45.340907,-75.636685,2007,2015,8,5,5
45.340908,-75.737202,2007,2015,8,3,3
45.340910,-75.795720,2007,2016,9,9,6
45.340912,-75.692262,2007,2015,8,5,5
45.340916,-75.694185,2007,2015,8,4,4
45.340918,-75.806656,2007,2015,8,7,5
45.340922,-75.741892,2007,2015,8,5,5
45.340928,-75.741827,2007,2015,8,5,5
45.340929,-75.797920,2007,2016,9,7,6
45.340935,-75.744435,2007,2015,8,4,4
45.340936,-75.734436,2007,2015,8,4,4
45.340938,-75.734728,2007,2015,8,5,5
45.340942,-75.734244,2007,2015,8,5,5
45.340942,-75.747241,2007,2015,8,5,5
45.340946,-75.741648,2007,2015,8,6,5
45.340949,-75.754756,2007,2015,8,5,5
45.340949,-75.774239,2007,2015,8,6,5
45.340952,-75.774228,2007,2015,8,6,5
45.340952,-75.806652,2007,2015,8,7,5
45.340954,-75.741569,2007,2015,8,5,4
45.340964,-75.733995,2007,2015,8,5,5
45.340968,-75.636556,2007,2015,8,5,5
45.340968,-75.638592,2007,2015,8,4,4
45.340968,-75.733945,2007,2015,8,5,5
45.340974,-75.741369,2007,2015,8,6,5
45.340976,-75.638573,2007,2015,8,4,4
45.340976,-75.741343,2007,2015,8,6,5
45.340976,-75.752876,2007,2015,8,4,4
45.340976,-75.794451,2007,2015,8,6,5
45.340978,-75.794444,2007,2015,8,6,5
45.340983,-75.752856,2007,2015,8,4,4
45.340983,-75.799312,2007,2016,9,8,6
45.340993,-75.733666,2007,2015,8,5,5
45.340995,-75.741162,2007,2015,8,6,5
45.340998,-75.774060,2007,2015,8,6,5
45.340999,-75.799275,2007,2016,9,8,6
45.341000,-75.733583,2007,2015,8,5,5
45.341002,-75.741091,2007,2015,8,6,5
45.341007,-75.796877,2007,2015,8,5,4
45.341012,-75.737221,2007,2015,8,4,4
45.341014,-75.694155,2007,2015,8,5,5
45.341015,-75.795777,2007,2016,9,9,6
45.341017,-75.733401,2007,2015,8,4,4
45.341018,-75.636529,2007,2015,8,5,5
45.341020,-75.740913,2007,2015,8,5,4
45.341021,-75.771844,2007,2015,8,5,5
45.341026,-75.733295,2007,2015,8,4,4
45.341028,-75.749821,2007,2016,9,6,6
45.341028,-75.794266,2007,2015,8,6,5
45.341028,-75.798488,2007,2016,9,7,5
45.341029,-75.740822,2007,2015,8,6,5
45.341031,-75.802456,2007,2015,8,6,5
45.341034,-75.803485,2007,2015,8,5,5
45.341037,-75.749797,2007,2016,9,6,6
45.341037,-75.775646,2007,2015,8,6,5
45.341044,-75.733099,2007,2015,8,5,5
45.341044,-75.795793,2007,2016,9,9,6
45.341046,-75.799682,2007,2016,9,8,6
45.341047,-75.740644,2007,2015,8,6,5
45.341047,-75.771767,2007,2015,8,5,5
45.341049,-75.638390,2007,2015,8,4,4
45.341052,-75.638382,2007,2015,8,4,4
45.341055,-75.740571,2007,2015,8,5,4
45.341059,-75.791937,2007,2016,9,7,5
45.341061,-75.794181,2007,2015,8,6,5
45.341065,-75.747114,2007,2015,8,5,5
45.341072,-75.797838,2007,2016,9,7,6
45.341073,-75.732767,2007,2015,8,4,4
45.341074,-75.740379,2007,2015,8,5,4
45.341075,-75.776678,2007,2015,8,5,4
45.341076,-75.738276,2007,2015,8,4,4
45.341079,-75.740328,2007,2015,8,6,5
45.341083,-75.734597,2007,2015,8,6,5
45.341085,-75.747078,2007,2015,8,5,5
45.341086,-75.776653,2007,2015,8,5,4
45.341089,-75.752577,2007,2015,8,4,4
45.341091,-75.752573,2007,2015,8,4,4
45.341093,-75.771658,2007,2015,8,5,5
45.341094,-75.797826,2007,2016,9,7,6
45.341098,-75.740136,2007,2015,8,6,5
45.341099,-75.732482,2007,2015,8,4,4
45.341099,-75.773692,2007,2015,8,5,4
45.341104,-75.740071,2007,2015,8,6,5
45.341110,-75.794137,2007,2015,8,6,5
45.341118,-75.802509,2007,2015,8,6,5
45.341120,-75.739899,2007,2015,8,6,5
45.341120,-75.744619,2007,2015,8,4,4
45.341127,-75.638195,2007,2015,8,4,4
45.341127,-75.732169,2007,2015,8,4,4
45.341127,-75.732176,2007,2015,8,4,4
45.341127,-75.739827,2007,2015,8,6,5
45.341129,-75.771596,2007,2015,8,4,4
45.341130,-75.754849,2007,2015,8,4,4
45.341134,-75.638180,2007,2015,8,4,4
45.341135,-75.692206,2007,2015,8,5,5
45.341139,-75.803276,2007,2015,8,6,5
45.341144,-75.739627,2007,2015,8,6,5
45.341144,-75.771573,2007,2015,8,4,4
45.341146,-75.795849,2007,2016,9,9,6
45.341148,-75.749507,2007,2016,9,6,6
45.341149,-75.636609,2007,2015,8,5,5
45.341149,-75.739576,2007,2015,8,6,5
45.341150,-75.731920,2007,2015,8,4,4
45.341152,-75.773511,2007,2015,8,6,5
45.341154,-75.731877,2007,2015,8,3,3
45.341154,-75.746913,2007,2015,8,4,4
45.341156,-75.744649,2007,2015,8,4,4
45.341159,-75.694107,2007,2015,8,5,5
45.341165,-75.796963,2007,2015,8,5,4
45.341167,-75.776464,2007,2015,8,4,4
45.341170,-75.739329,2007,2015,8,5,5
45.341171,-75.794141,2007,2015,8,6,5
45.341176,-75.776443,2007,2015,8,4,4
45.341181,-75.752336,2007,2015,8,4,4
45.341182,-75.688884,2007,2015,8,5,5
45.341184,-75.796973,2007,2015,8,5,4
45.341188,-75.773388,2007,2015,8,6,5
45.341189,-75.731638,2007,2015,8,5,5
45.341190,-75.752312,2007,2015,8,4,4
45.341194,-75.739071,2007,2015,8,4,4
45.341195,-75.746808,2007,2015,8,5,5
45.341200,-75.700358,2007,2015,8,8,5
45.341203,-75.773337,2007,2015,8,6,5
45.341205,-75.799771,2007,2016,9,8,6
45.341206,-75.802564,2007,2015,8,6,5
45.341210,-75.750430,2007,2016,9,5,5
45.341213,-75.692187,2007,2015,8,5,5
45.341214,-75.637979,2007,2015,8,4,4
45.341214,-75.637980,2007,2015,8,4,4
45.341216,-75.771497,2007,2015,8,4,4
45.341220,-75.738807,2007,2015,8,5,4
45.341223,-75.750440,2007,2016,9,6,5
45.341237,-75.802925,2007,2015,8,5,5
45.341239,-75.746691,2007,2015,8,4,4
45.341239,-75.801352,2007,2016,9,8,6
45.341243,-75.734720,2007,2015,8,5,4
45.341244,-75.738562,2007,2015,8,5,4
45.341246,-75.801443,2007,2016,9,6,5
45.341247,-75.749251,2007,2016,9,6,6
45.341247,-75.754397,2007,2015,8,5,5
45.341247,-75.788004,2007,2016,9,6,5
45.341249,-75.773179,2007,2015,8,6,5
45.341250,-75.731442,2007,2015,8,5,5
45.341253,-75.794179,2007,2015,8,6,5
45.341256,-75.754372,2007,2015,8,5,5
45.341257,-75.773150,2007,2015,8,6,5
45.341261,-75.776243,2007,2015,8,5,4
45.341263,-75.738367,2007,2015,8,4,4
45.341266,-75.752115,2007,2015,8,4,4
45.341272,-75.795917,2007,2016,9,9,6
45.341274,-75.752093,2007,2015,8,4,4
45.341277,-75.636714,2007,2015,8,5,5
45.341278,-75.746591,2007,2015,8,5,5
45.341278,-75.797721,2007,2016,9,7,6
45.341279,-75.801170,2007,2016,9,8,6
45.341280,-75.732835,2007,2015,8,5,5
45.341284,-75.738144,2007,2015,8,5,4
45.341284,-75.801498,2007,2016,9,8,6
45.341285,-75.749151,2007,2016,9,6,6
45.341286,-75.744757,2007,2015,8,4,4
45.341289,-75.801127,2007,2016,9,8,6
45.341294,-75.637779,2007,2015,8,4,4
45.341297,-75.738004,2007,2015,8,5,4
45.341298,-75.639857,2007,2015,8,5,5
45.341299,-75.794201,2007,2015,8,6,5
45.341300,-75.776151,2007,2015,8,4,4
45.341301,-75.771435,2007,2015,8,5,5
45.341307,-75.737896,2007,2015,8,4,4
45.341308,-75.732840,2007,2015,8,5,5
45.341312,-75.731286,2007,2015,8,5,5
45.341314,-75.754947,2007,2015,8,5,5
45.341317,-75.639810,2007,2015,8,5,5
45.341317,-75.771425,2007,2015,8,5,5
45.341324,-75.746469,2007,2015,8,5,5
45.341332,-75.694042,2007,2015,8,5,5
45.341333,-75.754167,2007,2015,8,4,4
45.341335,-75.640406,2007,2015,8,5,5
45.341336,-75.800915,2007,2016,9,8,6
45.341337,-75.734792,2007,2015,8,5,4
45.341338,-75.737559,2007,2015,8,4,4
45.341338,-75.799846,2007,2016,9,8,6
45.341343,-75.776050,2007,2015,8,6,5
45.341345,-75.797061,2007,2015,8,5,4
45.341346,-75.787355,2007,2016,9,8,5
45.341348,-75.759225,2007,2016,9,8,5
45.341351,-75.731185,2007,2015,8,5,5
45.341352,-75.800848,2007,2016,9,8,6
45.341354,-75.737383,2007,2015,8,4,4
45.341357,-75.692157,2007,2015,8,4,4
45.341359,-75.746376,2007,2015,8,5,5
45.341359,-75.754097,2007,2015,8,4,4
45.341368,-75.775939,2007,2015,8,6,5
45.341370,-75.797668,2007,2016,9,7,6
45.341373,-75.744823,2007,2015,8,5,5
45.341375,-75.637579,2007,2015,8,5,5
45.341378,-75.637571,2007,2015,8,5,5
45.341379,-75.737123,2007,2015,8,5,4
45.341379,-75.799868,2007,2016,9,7,6
45.341382,-75.751815,2007,2015,8,4,4
45.341386,-75.751804,2007,2015,8,4,4
45.341388,-75.772755,2007,2015,8,5,5
45.341393,-75.750571,2007,2016,9,6,5
45.341394,-75.736968,2007,2015,8,3,3
45.341396,-75.800653,2007,2016,9,8,6
45.341397,-75.748859,2007,2016,9,6,6
45.341399,-75.739212,2007,2015,8,5,5
